REF_DATE,GEO,DGUID,Components of population growth,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,COORDINATE,VALUE
2023/2024,"Saint John (CMA), New Brunswick",2021S0503310,Net emigration,Total - gender,All ages,Persons,249,units,0,7.4.1.1,64
2017/2018,"Saint John (CMA), New Brunswick",2021S0503310,Returning emigrants,Total - gender,All ages,Persons,249,units,0,7.6.1.1,142
2018/2019,"Saint John (CMA), New Brunswick",2021S0503310,Returning emigrants,Total - gender,All ages,Persons,249,units,0,7.6.1.1,97
2019/2020,"Saint John (CMA), New Brunswick",2021S0503310,Returning emigrants,Total - gender,All ages,Persons,249,units,0,7.6.1.1,96
2020/2021,"Saint John (CMA), New Brunswick",2021S0503310,Returning emigrants,Total - gender,All ages,Persons,249,units,0,7.6.1.1,64
2021/2022,"Saint John (CMA), New Brunswick",2021S0503310,Returning emigrants,Total - gender,All ages,Persons,249,units,0,7.6.1.1,96
2022/2023,"Saint John (CMA), New Brunswick",2021S0503310,Returning emigrants,Total - gender,All ages,Persons,249,units,0,7.6.1.1,101
2023/2024,"Saint John (CMA), New Brunswick",2021S0503310,Returning emigrants,Total - gender,All ages,Persons,249,units,0,7.6.1.1,109
2017/2018,"Saint John (CMA), New Brunswick",2021S0503310,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,7.8.1.1,-12
2018/2019,"Saint John (CMA), New Brunswick",2021S0503310,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,7.8.1.1,59
2019/2020,"Saint John (CMA), New Brunswick",2021S0503310,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,7.8.1.1,1
2020/2021,"Saint John (CMA), New Brunswick",2021S0503310,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,7.8.1.1,638
2021/2022,"Saint John (CMA), New Brunswick",2021S0503310,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,7.8.1.1,1019
2022/2023,"Saint John (CMA), New Brunswick",2021S0503310,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,7.8.1.1,941
2023/2024,"Saint John (CMA), New Brunswick",2021S0503310,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,7.8.1.1,507
2017/2018,"Saint John (CMA), New Brunswick",2021S0503310,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,7.9.1.1,-25
2018/2019,"Saint John (CMA), New Brunswick",2021S0503310,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,7.9.1.1,-37
2019/2020,"Saint John (CMA), New Brunswick",2021S0503310,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,7.9.1.1,-42
2020/2021,"Saint John (CMA), New Brunswick",2021S0503310,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,7.9.1.1,-90
2021/2022,"Saint John (CMA), New Brunswick",2021S0503310,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,7.9.1.1,-178
2022/2023,"Saint John (CMA), New Brunswick",2021S0503310,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,7.9.1.1,-75
2023/2024,"Saint John (CMA), New Brunswick",2021S0503310,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,7.9.1.1,-79
2017/2018,"Saint John (CMA), New Brunswick",2021S0503310,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,7.10.1.1,125
2018/2019,"Saint John (CMA), New Brunswick",2021S0503310,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,7.10.1.1,153
2019/2020,"Saint John (CMA), New Brunswick",2021S0503310,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,7.10.1.1,123
2020/2021,"Saint John (CMA), New Brunswick",2021S0503310,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,7.10.1.1,133
2021/2022,"Saint John (CMA), New Brunswick",2021S0503310,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,7.10.1.1,727
2022/2023,"Saint John (CMA), New Brunswick",2021S0503310,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,7.10.1.1,1442
2023/2024,"Saint John (CMA), New Brunswick",2021S0503310,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,7.10.1.1,1025
2017/2018,"Saint John (CMA), New Brunswick",2021S0503310,Residual deviation,Total - gender,All ages,Persons,249,units,0,7.11.1.1,15
2018/2019,"Saint John (CMA), New Brunswick",2021S0503310,Residual deviation,Total - gender,All ages,Persons,249,units,0,7.11.1.1,46
2019/2020,"Saint John (CMA), New Brunswick",2021S0503310,Residual deviation,Total - gender,All ages,Persons,249,units,0,7.11.1.1,32
2020/2021,"Saint John (CMA), New Brunswick",2021S0503310,Residual deviation,Total - gender,All ages,Persons,249,units,0,7.11.1.1,48
2017/2018,"Fredericton (CMA), New Brunswick",2021S0503320,Net emigration,Total - gender,All ages,Persons,249,units,0,8.4.1.1,91
2018/2019,"Fredericton (CMA), New Brunswick",2021S0503320,Net emigration,Total - gender,All ages,Persons,249,units,0,8.4.1.1,19
2019/2020,"Fredericton (CMA), New Brunswick",2021S0503320,Net emigration,Total - gender,All ages,Persons,249,units,0,8.4.1.1,-8
2020/2021,"Fredericton (CMA), New Brunswick",2021S0503320,Net emigration,Total - gender,All ages,Persons,249,units,0,8.4.1.1,-17
2021/2022,"Fredericton (CMA), New Brunswick",2021S0503320,Net emigration,Total - gender,All ages,Persons,249,units,0,8.4.1.1,24
2022/2023,"Fredericton (CMA), New Brunswick",2021S0503320,Net emigration,Total - gender,All ages,Persons,249,units,0,8.4.1.1,47
2023/2024,"Fredericton (CMA), New Brunswick",2021S0503320,Net emigration,Total - gender,All ages,Persons,249,units,0,8.4.1.1,45
2017/2018,"Fredericton (CMA), New Brunswick",2021S0503320,Returning emigrants,Total - gender,All ages,Persons,249,units,0,8.6.1.1,116
2018/2019,"Fredericton (CMA), New Brunswick",2021S0503320,Returning emigrants,Total - gender,All ages,Persons,249,units,0,8.6.1.1,139
2019/2020,"Fredericton (CMA), New Brunswick",2021S0503320,Returning emigrants,Total - gender,All ages,Persons,249,units,0,8.6.1.1,141
2020/2021,"Fredericton (CMA), New Brunswick",2021S0503320,Returning emigrants,Total - gender,All ages,Persons,249,units,0,8.6.1.1,127
2021/2022,"Fredericton (CMA), New Brunswick",2021S0503320,Returning emigrants,Total - gender,All ages,Persons,249,units,0,8.6.1.1,104
2022/2023,"Fredericton (CMA), New Brunswick",2021S0503320,Returning emigrants,Total - gender,All ages,Persons,249,units,0,8.6.1.1,93
2023/2024,"Fredericton (CMA), New Brunswick",2021S0503320,Returning emigrants,Total - gender,All ages,Persons,249,units,0,8.6.1.1,99
2017/2018,"Fredericton (CMA), New Brunswick",2021S0503320,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,8.8.1.1,-372
2018/2019,"Fredericton (CMA), New Brunswick",2021S0503320,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,8.8.1.1,-189
2019/2020,"Fredericton (CMA), New Brunswick",2021S0503320,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,8.8.1.1,-111
2020/2021,"Fredericton (CMA), New Brunswick",2021S0503320,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,8.8.1.1,320
2021/2022,"Fredericton (CMA), New Brunswick",2021S0503320,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,8.8.1.1,729
2022/2023,"Fredericton (CMA), New Brunswick",2021S0503320,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,8.8.1.1,526
2023/2024,"Fredericton (CMA), New Brunswick",2021S0503320,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,8.8.1.1,127
2017/2018,"Fredericton (CMA), New Brunswick",2021S0503320,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,8.9.1.1,636
2018/2019,"Fredericton (CMA), New Brunswick",2021S0503320,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,8.9.1.1,436
2019/2020,"Fredericton (CMA), New Brunswick",2021S0503320,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,8.9.1.1,378
2020/2021,"Fredericton (CMA), New Brunswick",2021S0503320,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,8.9.1.1,355
2021/2022,"Fredericton (CMA), New Brunswick",2021S0503320,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,8.9.1.1,370
2022/2023,"Fredericton (CMA), New Brunswick",2021S0503320,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,8.9.1.1,161
2023/2024,"Fredericton (CMA), New Brunswick",2021S0503320,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,8.9.1.1,229
2017/2018,"Fredericton (CMA), New Brunswick",2021S0503320,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,8.10.1.1,164
2018/2019,"Fredericton (CMA), New Brunswick",2021S0503320,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,8.10.1.1,261
2019/2020,"Fredericton (CMA), New Brunswick",2021S0503320,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,8.10.1.1,137
2020/2021,"Fredericton (CMA), New Brunswick",2021S0503320,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,8.10.1.1,-49
2021/2022,"Fredericton (CMA), New Brunswick",2021S0503320,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,8.10.1.1,1123
2022/2023,"Fredericton (CMA), New Brunswick",2021S0503320,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,8.10.1.1,1961
2023/2024,"Fredericton (CMA), New Brunswick",2021S0503320,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,8.10.1.1,1374
2017/2018,"Fredericton (CMA), New Brunswick",2021S0503320,Residual deviation,Total - gender,All ages,Persons,249,units,0,8.11.1.1,-556
2018/2019,"Fredericton (CMA), New Brunswick",2021S0503320,Residual deviation,Total - gender,All ages,Persons,249,units,0,8.11.1.1,-544
2019/2020,"Fredericton (CMA), New Brunswick",2021S0503320,Residual deviation,Total - gender,All ages,Persons,249,units,0,8.11.1.1,-542
2020/2021,"Fredericton (CMA), New Brunswick",2021S0503320,Residual deviation,Total - gender,All ages,Persons,249,units,0,8.11.1.1,-489
2017/2018,"Saguenay (CMA), Quebec",2021S0503408,Net emigration,Total - gender,All ages,Persons,249,units,0,9.4.1.1,34
2018/2019,"Saguenay (CMA), Quebec",2021S0503408,Net emigration,Total - gender,All ages,Persons,249,units,0,9.4.1.1,48
2019/2020,"Saguenay (CMA), Quebec",2021S0503408,Net emigration,Total - gender,All ages,Persons,249,units,0,9.4.1.1,51
2020/2021,"Saguenay (CMA), Quebec",2021S0503408,Net emigration,Total - gender,All ages,Persons,249,units,0,9.4.1.1,69
2021/2022,"Saguenay (CMA), Quebec",2021S0503408,Net emigration,Total - gender,All ages,Persons,249,units,0,9.4.1.1,44
2022/2023,"Saguenay (CMA), Quebec",2021S0503408,Net emigration,Total - gender,All ages,Persons,249,units,0,9.4.1.1,18
2023/2024,"Saguenay (CMA), Quebec",2021S0503408,Net emigration,Total - gender,All ages,Persons,249,units,0,9.4.1.1,20
2017/2018,"Saguenay (CMA), Quebec",2021S0503408,Returning emigrants,Total - gender,All ages,Persons,249,units,0,9.6.1.1,61
2018/2019,"Saguenay (CMA), Quebec",2021S0503408,Returning emigrants,Total - gender,All ages,Persons,249,units,0,9.6.1.1,43
2019/2020,"Saguenay (CMA), Quebec",2021S0503408,Returning emigrants,Total - gender,All ages,Persons,249,units,0,9.6.1.1,47
2020/2021,"Saguenay (CMA), Quebec",2021S0503408,Returning emigrants,Total - gender,All ages,Persons,249,units,0,9.6.1.1,30
2021/2022,"Saguenay (CMA), Quebec",2021S0503408,Returning emigrants,Total - gender,All ages,Persons,249,units,0,9.6.1.1,48
2022/2023,"Saguenay (CMA), Quebec",2021S0503408,Returning emigrants,Total - gender,All ages,Persons,249,units,0,9.6.1.1,34
2023/2024,"Saguenay (CMA), Quebec",2021S0503408,Returning emigrants,Total - gender,All ages,Persons,249,units,0,9.6.1.1,35
2017/2018,"Saguenay (CMA), Quebec",2021S0503408,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,9.8.1.1,-50
2018/2019,"Saguenay (CMA), Quebec",2021S0503408,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,9.8.1.1,-50
2019/2020,"Saguenay (CMA), Quebec",2021S0503408,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,9.8.1.1,-29
2020/2021,"Saguenay (CMA), Quebec",2021S0503408,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,9.8.1.1,89
2021/2022,"Saguenay (CMA), Quebec",2021S0503408,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,9.8.1.1,119
2022/2023,"Saguenay (CMA), Quebec",2021S0503408,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,9.8.1.1,147
2023/2024,"Saguenay (CMA), Quebec",2021S0503408,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,9.8.1.1,172
2017/2018,"Saguenay (CMA), Quebec",2021S0503408,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,9.9.1.1,-276
2018/2019,"Saguenay (CMA), Quebec",2021S0503408,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,9.9.1.1,36
2019/2020,"Saguenay (CMA), Quebec",2021S0503408,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,9.9.1.1,238
2020/2021,"Saguenay (CMA), Quebec",2021S0503408,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,9.9.1.1,904
2021/2022,"Saguenay (CMA), Quebec",2021S0503408,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,9.9.1.1,682
2022/2023,"Saguenay (CMA), Quebec",2021S0503408,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,9.9.1.1,508
2023/2024,"Saguenay (CMA), Quebec",2021S0503408,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,9.9.1.1,395
2017/2018,"Saguenay (CMA), Quebec",2021S0503408,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,9.10.1.1,707
2018/2019,"Saguenay (CMA), Quebec",2021S0503408,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,9.10.1.1,637
2019/2020,"Saguenay (CMA), Quebec",2021S0503408,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,9.10.1.1,669
2020/2021,"Saguenay (CMA), Quebec",2021S0503408,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,9.10.1.1,-474
2021/2022,"Saguenay (CMA), Quebec",2021S0503408,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,9.10.1.1,954
2022/2023,"Saguenay (CMA), Quebec",2021S0503408,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,9.10.1.1,1974
2023/2024,"Saguenay (CMA), Quebec",2021S0503408,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,9.10.1.1,3098
2017/2018,"Saguenay (CMA), Quebec",2021S0503408,Residual deviation,Total - gender,All ages,Persons,249,units,0,9.11.1.1,-450
2018/2019,"Saguenay (CMA), Quebec",2021S0503408,Residual deviation,Total - gender,All ages,Persons,249,units,0,9.11.1.1,-446
2019/2020,"Saguenay (CMA), Quebec",2021S0503408,Residual deviation,Total - gender,All ages,Persons,249,units,0,9.11.1.1,-449
2020/2021,"Saguenay (CMA), Quebec",2021S0503408,Residual deviation,Total - gender,All ages,Persons,249,units,0,9.11.1.1,-370
2017/2018,"Québec (CMA), Quebec",2021S0503421,Net emigration,Total - gender,All ages,Persons,249,units,0,10.4.1.1,452
2018/2019,"Québec (CMA), Quebec",2021S0503421,Net emigration,Total - gender,All ages,Persons,249,units,0,10.4.1.1,399
2019/2020,"Québec (CMA), Quebec",2021S0503421,Net emigration,Total - gender,All ages,Persons,249,units,0,10.4.1.1,231
2020/2021,"Québec (CMA), Quebec",2021S0503421,Net emigration,Total - gender,All ages,Persons,249,units,0,10.4.1.1,227
2021/2022,"Québec (CMA), Quebec",2021S0503421,Net emigration,Total - gender,All ages,Persons,249,units,0,10.4.1.1,340
2022/2023,"Québec (CMA), Quebec",2021S0503421,Net emigration,Total - gender,All ages,Persons,249,units,0,10.4.1.1,405
2023/2024,"Québec (CMA), Quebec",2021S0503421,Net emigration,Total - gender,All ages,Persons,249,units,0,10.4.1.1,423
2017/2018,"Québec (CMA), Quebec",2021S0503421,Returning emigrants,Total - gender,All ages,Persons,249,units,0,10.6.1.1,488
2018/2019,"Québec (CMA), Quebec",2021S0503421,Returning emigrants,Total - gender,All ages,Persons,249,units,0,10.6.1.1,449
2019/2020,"Québec (CMA), Quebec",2021S0503421,Returning emigrants,Total - gender,All ages,Persons,249,units,0,10.6.1.1,352
2020/2021,"Québec (CMA), Quebec",2021S0503421,Returning emigrants,Total - gender,All ages,Persons,249,units,0,10.6.1.1,433
