"","REF_DATE","Characteristics","Wealth","VALUE","covid"
"1487",2018-04-01,"Fourth income quintile","Other liabilities",NA,"Pre-COVID"
"1488",2018-07-01,"Fourth income quintile","Other liabilities",NA,"Pre-COVID"
"1489",2018-10-01,"Fourth income quintile","Other liabilities",182429,"Pre-COVID"
"1490",2019-01-01,"Fourth income quintile","Other liabilities",NA,"Pre-COVID"
"1491",2019-04-01,"Fourth income quintile","Other liabilities",NA,"Pre-COVID"
"1492",2019-07-01,"Fourth income quintile","Other liabilities",NA,"Pre-COVID"
"1493",2019-10-01,"Fourth income quintile","Other liabilities",185510,"Pre-COVID"
"1494",2020-01-01,"Fourth income quintile","Other liabilities",179067,"Pre-COVID"
"1495",2020-04-01,"Fourth income quintile","Other liabilities",170360,"COVID"
"1496",2020-07-01,"Fourth income quintile","Other liabilities",174880,"COVID"
"1497",2020-10-01,"Fourth income quintile","Other liabilities",169628,"COVID"
"1498",2021-01-01,"Fourth income quintile","Other liabilities",162127,"COVID"
"1499",2021-04-01,"Fourth income quintile","Other liabilities",161933,"COVID"
"1500",2021-07-01,"Fourth income quintile","Other liabilities",171532,"COVID"
"1501",2021-10-01,"Fourth income quintile","Other liabilities",180246,"COVID"
"1502",2022-01-01,"Fourth income quintile","Other liabilities",169947,"COVID"
"1503",2022-04-01,"Fourth income quintile","Other liabilities",180441,"COVID"
"1504",2022-07-01,"Fourth income quintile","Other liabilities",181589,"COVID"
"1505",2022-10-01,"Fourth income quintile","Other liabilities",186809,"Post-COVID"
"1506",2023-01-01,"Fourth income quintile","Other liabilities",180764,"Post-COVID"
"1507",2023-04-01,"Fourth income quintile","Other liabilities",184483,"Post-COVID"
"1508",2023-07-01,"Fourth income quintile","Other liabilities",184976,"Post-COVID"
"1509",2023-10-01,"Fourth income quintile","Other liabilities",185599,"Post-COVID"
"1510",2024-01-01,"Fourth income quintile","Other liabilities",179410,"Post-COVID"
"1511",2024-04-01,"Fourth income quintile","Other liabilities",186465,"Post-COVID"
"1512",2024-07-01,"Fourth income quintile","Other liabilities",184323,"Post-COVID"
"1513",2017-10-01,"Fourth income quintile","Net worth (wealth)",2448718,"Pre-COVID"
"1514",2018-01-01,"Fourth income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1515",2018-04-01,"Fourth income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1516",2018-07-01,"Fourth income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1517",2018-10-01,"Fourth income quintile","Net worth (wealth)",2427670,"Pre-COVID"
"1518",2019-01-01,"Fourth income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1519",2019-04-01,"Fourth income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1520",2019-07-01,"Fourth income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1521",2019-10-01,"Fourth income quintile","Net worth (wealth)",2633583,"Pre-COVID"
"1522",2020-01-01,"Fourth income quintile","Net worth (wealth)",2535361,"Pre-COVID"
"1523",2020-04-01,"Fourth income quintile","Net worth (wealth)",2943654,"COVID"
"1524",2020-07-01,"Fourth income quintile","Net worth (wealth)",2987004,"COVID"
"1525",2020-10-01,"Fourth income quintile","Net worth (wealth)",3144151,"COVID"
"1526",2021-01-01,"Fourth income quintile","Net worth (wealth)",3356879,"COVID"
"1527",2021-04-01,"Fourth income quintile","Net worth (wealth)",3364655,"COVID"
"1528",2021-07-01,"Fourth income quintile","Net worth (wealth)",3553508,"COVID"
"1529",2021-10-01,"Fourth income quintile","Net worth (wealth)",3761905,"COVID"
"1530",2022-01-01,"Fourth income quintile","Net worth (wealth)",3808523,"COVID"
"1531",2022-04-01,"Fourth income quintile","Net worth (wealth)",3596242,"COVID"
"1532",2022-07-01,"Fourth income quintile","Net worth (wealth)",3575823,"COVID"
"1533",2022-10-01,"Fourth income quintile","Net worth (wealth)",3487335,"Post-COVID"
"1534",2023-01-01,"Fourth income quintile","Net worth (wealth)",3521400,"Post-COVID"
"1535",2023-04-01,"Fourth income quintile","Net worth (wealth)",3648371,"Post-COVID"
"1536",2023-07-01,"Fourth income quintile","Net worth (wealth)",3654460,"Post-COVID"
"1537",2023-10-01,"Fourth income quintile","Net worth (wealth)",3622908,"Post-COVID"
"1538",2024-01-01,"Fourth income quintile","Net worth (wealth)",3707838,"Post-COVID"
"1539",2024-04-01,"Fourth income quintile","Net worth (wealth)",3729602,"Post-COVID"
"1540",2024-07-01,"Fourth income quintile","Net worth (wealth)",3869952,"Post-COVID"
"1541",2017-10-01,"Highest income quintile","Total assets",6272798,"Pre-COVID"
"1542",2018-01-01,"Highest income quintile","Total assets",NA,"Pre-COVID"
"1543",2018-04-01,"Highest income quintile","Total assets",NA,"Pre-COVID"
"1544",2018-07-01,"Highest income quintile","Total assets",NA,"Pre-COVID"
"1545",2018-10-01,"Highest income quintile","Total assets",6356582,"Pre-COVID"
"1546",2019-01-01,"Highest income quintile","Total assets",NA,"Pre-COVID"
"1547",2019-04-01,"Highest income quintile","Total assets",NA,"Pre-COVID"
"1548",2019-07-01,"Highest income quintile","Total assets",NA,"Pre-COVID"
"1549",2019-10-01,"Highest income quintile","Total assets",6832842,"Pre-COVID"
"1550",2020-01-01,"Highest income quintile","Total assets",6542471,"Pre-COVID"
"1551",2020-04-01,"Highest income quintile","Total assets",5907494,"COVID"
"1552",2020-07-01,"Highest income quintile","Total assets",6195613,"COVID"
"1553",2020-10-01,"Highest income quintile","Total assets",6399623,"COVID"
"1554",2021-01-01,"Highest income quintile","Total assets",6627696,"COVID"
"1555",2021-04-01,"Highest income quintile","Total assets",6861902,"COVID"
"1556",2021-07-01,"Highest income quintile","Total assets",7127719,"COVID"
"1557",2021-10-01,"Highest income quintile","Total assets",7469554,"COVID"
"1558",2022-01-01,"Highest income quintile","Total assets",7597766,"COVID"
"1559",2022-04-01,"Highest income quintile","Total assets",7217040,"COVID"
"1560",2022-07-01,"Highest income quintile","Total assets",7083114,"COVID"
"1561",2022-10-01,"Highest income quintile","Total assets",7145053,"Post-COVID"
"1562",2023-01-01,"Highest income quintile","Total assets",7602085,"Post-COVID"
"1563",2023-04-01,"Highest income quintile","Total assets",7682600,"Post-COVID"
"1564",2023-07-01,"Highest income quintile","Total assets",7610443,"Post-COVID"
"1565",2023-10-01,"Highest income quintile","Total assets",7779417,"Post-COVID"
"1566",2024-01-01,"Highest income quintile","Total assets",8226396,"Post-COVID"
"1567",2024-04-01,"Highest income quintile","Total assets",8228900,"Post-COVID"
"1568",2024-07-01,"Highest income quintile","Total assets",8386353,"Post-COVID"
"1569",2017-10-01,"Highest income quintile","Financial assets",3740862,"Pre-COVID"
"1570",2018-01-01,"Highest income quintile","Financial assets",NA,"Pre-COVID"
"1571",2018-04-01,"Highest income quintile","Financial assets",NA,"Pre-COVID"
"1572",2018-07-01,"Highest income quintile","Financial assets",NA,"Pre-COVID"
"1573",2018-10-01,"Highest income quintile","Financial assets",3793084,"Pre-COVID"
"1574",2019-01-01,"Highest income quintile","Financial assets",NA,"Pre-COVID"
"1575",2019-04-01,"Highest income quintile","Financial assets",NA,"Pre-COVID"
"1576",2019-07-01,"Highest income quintile","Financial assets",NA,"Pre-COVID"
"1577",2019-10-01,"Highest income quintile","Financial assets",4109238,"Pre-COVID"
"1578",2020-01-01,"Highest income quintile","Financial assets",3789296,"Pre-COVID"
"1579",2020-04-01,"Highest income quintile","Financial assets",3335325,"COVID"
"1580",2020-07-01,"Highest income quintile","Financial assets",3485148,"COVID"
"1581",2020-10-01,"Highest income quintile","Financial assets",3547727,"COVID"
"1582",2021-01-01,"Highest income quintile","Financial assets",3583848,"COVID"
"1583",2021-04-01,"Highest income quintile","Financial assets",3690312,"COVID"
"1584",2021-07-01,"Highest income quintile","Financial assets",3778856,"COVID"
"1585",2021-10-01,"Highest income quintile","Financial assets",3920016,"COVID"
"1586",2022-01-01,"Highest income quintile","Financial assets",3896880,"COVID"
"1587",2022-04-01,"Highest income quintile","Financial assets",3685828,"COVID"
"1588",2022-07-01,"Highest income quintile","Financial assets",3745894,"COVID"
"1589",2022-10-01,"Highest income quintile","Financial assets",3875035,"Post-COVID"
"1590",2023-01-01,"Highest income quintile","Financial assets",4148081,"Post-COVID"
"1591",2023-04-01,"Highest income quintile","Financial assets",4147692,"Post-COVID"
"1592",2023-07-01,"Highest income quintile","Financial assets",4125336,"Post-COVID"
"1593",2023-10-01,"Highest income quintile","Financial assets",4318449,"Post-COVID"
"1594",2024-01-01,"Highest income quintile","Financial assets",4567858,"Post-COVID"
"1595",2024-04-01,"Highest income quintile","Financial assets",4571368,"Post-COVID"
"1596",2024-07-01,"Highest income quintile","Financial assets",4798632,"Post-COVID"
"1597",2017-10-01,"Highest income quintile","Life insurance and pensions",1013422,"Pre-COVID"
"1598",2018-01-01,"Highest income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1599",2018-04-01,"Highest income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1600",2018-07-01,"Highest income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1601",2018-10-01,"Highest income quintile","Life insurance and pensions",1012323,"Pre-COVID"
"1602",2019-01-01,"Highest income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1603",2019-04-01,"Highest income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1604",2019-07-01,"Highest income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1605",2019-10-01,"Highest income quintile","Life insurance and pensions",1091341,"Pre-COVID"
"1606",2020-01-01,"Highest income quintile","Life insurance and pensions",1042562,"Pre-COVID"
"1607",2020-04-01,"Highest income quintile","Life insurance and pensions",806666,"COVID"
"1608",2020-07-01,"Highest income quintile","Life insurance and pensions",910459,"COVID"
"1609",2020-10-01,"Highest income quintile","Life insurance and pensions",966632,"COVID"
"1610",2021-01-01,"Highest income quintile","Life insurance and pensions",958099,"COVID"
"1611",2021-04-01,"Highest income quintile","Life insurance and pensions",940744,"COVID"
"1612",2021-07-01,"Highest income quintile","Life insurance and pensions",982228,"COVID"
"1613",2021-10-01,"Highest income quintile","Life insurance and pensions",1035189,"COVID"
"1614",2022-01-01,"Highest income quintile","Life insurance and pensions",1003501,"COVID"
"1615",2022-04-01,"Highest income quintile","Life insurance and pensions",891281,"COVID"
"1616",2022-07-01,"Highest income quintile","Life insurance and pensions",925027,"COVID"
"1617",2022-10-01,"Highest income quintile","Life insurance and pensions",933856,"Post-COVID"
"1618",2023-01-01,"Highest income quintile","Life insurance and pensions",993371,"Post-COVID"
"1619",2023-04-01,"Highest income quintile","Life insurance and pensions",958047,"Post-COVID"
"1620",2023-07-01,"Highest income quintile","Life insurance and pensions",967593,"Post-COVID"
"1621",2023-10-01,"Highest income quintile","Life insurance and pensions",1007778,"Post-COVID"
"1622",2024-01-01,"Highest income quintile","Life insurance and pensions",1032663,"Post-COVID"
"1623",2024-04-01,"Highest income quintile","Life insurance and pensions",991335,"Post-COVID"
"1624",2024-07-01,"Highest income quintile","Life insurance and pensions",1076813,"Post-COVID"
"1625",2017-10-01,"Highest income quintile","Other financial assets",2727440,"Pre-COVID"
"1626",2018-01-01,"Highest income quintile","Other financial assets",NA,"Pre-COVID"
"1627",2018-04-01,"Highest income quintile","Other financial assets",NA,"Pre-COVID"
"1628",2018-07-01,"Highest income quintile","Other financial assets",NA,"Pre-COVID"
"1629",2018-10-01,"Highest income quintile","Other financial assets",2780760,"Pre-COVID"
"1630",2019-01-01,"Highest income quintile","Other financial assets",NA,"Pre-COVID"
"1631",2019-04-01,"Highest income quintile","Other financial assets",NA,"Pre-COVID"
"1632",2019-07-01,"Highest income quintile","Other financial assets",NA,"Pre-COVID"
"1633",2019-10-01,"Highest income quintile","Other financial assets",3017897,"Pre-COVID"
"1634",2020-01-01,"Highest income quintile","Other financial assets",2746734,"Pre-COVID"
"1635",2020-04-01,"Highest income quintile","Other financial assets",2528659,"COVID"
"1636",2020-07-01,"Highest income quintile","Other financial assets",2574689,"COVID"
"1637",2020-10-01,"Highest income quintile","Other financial assets",2581095,"COVID"
"1638",2021-01-01,"Highest income quintile","Other financial assets",2625749,"COVID"
"1639",2021-04-01,"Highest income quintile","Other financial assets",2749568,"COVID"
"1640",2021-07-01,"Highest income quintile","Other financial assets",2796628,"COVID"
"1641",2021-10-01,"Highest income quintile","Other financial assets",2884827,"COVID"
"1642",2022-01-01,"Highest income quintile","Other financial assets",2893379,"COVID"
"1643",2022-04-01,"Highest income quintile","Other financial assets",2794547,"COVID"
"1644",2022-07-01,"Highest income quintile","Other financial assets",2820868,"COVID"
"1645",2022-10-01,"Highest income quintile","Other financial assets",2941179,"Post-COVID"
"1646",2023-01-01,"Highest income quintile","Other financial assets",3154710,"Post-COVID"
"1647",2023-04-01,"Highest income quintile","Other financial assets",3189645,"Post-COVID"
"1648",2023-07-01,"Highest income quintile","Other financial assets",3157743,"Post-COVID"
"1649",2023-10-01,"Highest income quintile","Other financial assets",3310672,"Post-COVID"
"1650",2024-01-01,"Highest income quintile","Other financial assets",3535195,"Post-COVID"
"1651",2024-04-01,"Highest income quintile","Other financial assets",3580033,"Post-COVID"
"1652",2024-07-01,"Highest income quintile","Other financial assets",3721819,"Post-COVID"
"1653",2017-10-01,"Highest income quintile","Non-financial assets",2531936,"Pre-COVID"
"1654",2018-01-01,"Highest income quintile","Non-financial assets",NA,"Pre-COVID"
"1655",2018-04-01,"Highest income quintile","Non-financial assets",NA,"Pre-COVID"
"1656",2018-07-01,"Highest income quintile","Non-financial assets",NA,"Pre-COVID"
"1657",2018-10-01,"Highest income quintile","Non-financial assets",2563498,"Pre-COVID"
"1658",2019-01-01,"Highest income quintile","Non-financial assets",NA,"Pre-COVID"
"1659",2019-04-01,"Highest income quintile","Non-financial assets",NA,"Pre-COVID"
"1660",2019-07-01,"Highest income quintile","Non-financial assets",NA,"Pre-COVID"
"1661",2019-10-01,"Highest income quintile","Non-financial assets",2723604,"Pre-COVID"
"1662",2020-01-01,"Highest income quintile","Non-financial assets",2753175,"Pre-COVID"
"1663",2020-04-01,"Highest income quintile","Non-financial assets",2572168,"COVID"
"1664",2020-07-01,"Highest income quintile","Non-financial assets",2710465,"COVID"
"1665",2020-10-01,"Highest income quintile","Non-financial assets",2851896,"COVID"
"1666",2021-01-01,"Highest income quintile","Non-financial assets",3043848,"COVID"
"1667",2021-04-01,"Highest income quintile","Non-financial assets",3171590,"COVID"
"1668",2021-07-01,"Highest income quintile","Non-financial assets",3348863,"COVID"
"1669",2021-10-01,"Highest income quintile","Non-financial assets",3549539,"COVID"
"1670",2022-01-01,"Highest income quintile","Non-financial assets",3700886,"COVID"
"1671",2022-04-01,"Highest income quintile","Non-financial assets",3531212,"COVID"
"1672",2022-07-01,"Highest income quintile","Non-financial assets",3337220,"COVID"
"1673",2022-10-01,"Highest income quintile","Non-financial assets",3270018,"Post-COVID"
"1674",2023-01-01,"Highest income quintile","Non-financial assets",3454005,"Post-COVID"
"1675",2023-04-01,"Highest income quintile","Non-financial assets",3534907,"Post-COVID"
"1676",2023-07-01,"Highest income quintile","Non-financial assets",3485107,"Post-COVID"
"1677",2023-10-01,"Highest income quintile","Non-financial assets",3460967,"Post-COVID"
"1678",2024-01-01,"Highest income quintile","Non-financial assets",3658538,"Post-COVID"
"1679",2024-04-01,"Highest income quintile","Non-financial assets",3657532,"Post-COVID"
"1680",2024-07-01,"Highest income quintile","Non-financial assets",3587721,"Post-COVID"
"1681",2017-10-01,"Highest income quintile","Real estate",2273588,"Pre-COVID"
"1682",2018-01-01,"Highest income quintile","Real estate",NA,"Pre-COVID"
"1683",2018-04-01,"Highest income quintile","Real estate",NA,"Pre-COVID"
"1684",2018-07-01,"Highest income quintile","Real estate",NA,"Pre-COVID"
"1685",2018-10-01,"Highest income quintile","Real estate",2298974,"Pre-COVID"
"1686",2019-01-01,"Highest income quintile","Real estate",NA,"Pre-COVID"
"1687",2019-04-01,"Highest income quintile","Real estate",NA,"Pre-COVID"
"1688",2019-07-01,"Highest income quintile","Real estate",NA,"Pre-COVID"
"1689",2019-10-01,"Highest income quintile","Real estate",2450825,"Pre-COVID"
"1690",2020-01-01,"Highest income quintile","Real estate",2485373,"Pre-COVID"
"1691",2020-04-01,"Highest income quintile","Real estate",2336462,"COVID"
"1692",2020-07-01,"Highest income quintile","Real estate",2461046,"COVID"
"1693",2020-10-01,"Highest income quintile","Real estate",2603252,"COVID"
"1694",2021-01-01,"Highest income quintile","Real estate",2800678,"COVID"
"1695",2021-04-01,"Highest income quintile","Real estate",2915938,"COVID"
"1696",2021-07-01,"Highest income quintile","Real estate",3084620,"COVID"
"1697",2021-10-01,"Highest income quintile","Real estate",3280633,"COVID"
"1698",2022-01-01,"Highest income quintile","Real estate",3427294,"COVID"
"1699",2022-04-01,"Highest income quintile","Real estate",3248558,"COVID"
"1700",2022-07-01,"Highest income quintile","Real estate",3046047,"COVID"
"1701",2022-10-01,"Highest income quintile","Real estate",2981410,"Post-COVID"
"1702",2023-01-01,"Highest income quintile","Real estate",3169656,"Post-COVID"
"1703",2023-04-01,"Highest income quintile","Real estate",3243361,"Post-COVID"
"1704",2023-07-01,"Highest income quintile","Real estate",3185862,"Post-COVID"
"1705",2023-10-01,"Highest income quintile","Real estate",3156652,"Post-COVID"
"1706",2024-01-01,"Highest income quintile","Real estate",3356825,"Post-COVID"
"1707",2024-04-01,"Highest income quintile","Real estate",3354193,"Post-COVID"
"1708",2024-07-01,"Highest income quintile","Real estate",3277102,"Post-COVID"
"1709",2017-10-01,"Highest income quintile","Other non-financial assets",258348,"Pre-COVID"
"1710",2018-01-01,"Highest income quintile","Other non-financial assets",NA,"Pre-COVID"
"1711",2018-04-01,"Highest income quintile","Other non-financial assets",NA,"Pre-COVID"
"1712",2018-07-01,"Highest income quintile","Other non-financial assets",NA,"Pre-COVID"
"1713",2018-10-01,"Highest income quintile","Other non-financial assets",264524,"Pre-COVID"
"1714",2019-01-01,"Highest income quintile","Other non-financial assets",NA,"Pre-COVID"
"1715",2019-04-01,"Highest income quintile","Other non-financial assets",NA,"Pre-COVID"
"1716",2019-07-01,"Highest income quintile","Other non-financial assets",NA,"Pre-COVID"
"1717",2019-10-01,"Highest income quintile","Other non-financial assets",272779,"Pre-COVID"
"1718",2020-01-01,"Highest income quintile","Other non-financial assets",267802,"Pre-COVID"
"1719",2020-04-01,"Highest income quintile","Other non-financial assets",235706,"COVID"
"1720",2020-07-01,"Highest income quintile","Other non-financial assets",249420,"COVID"
"1721",2020-10-01,"Highest income quintile","Other non-financial assets",248644,"COVID"
"1722",2021-01-01,"Highest income quintile","Other non-financial assets",243171,"COVID"
"1723",2021-04-01,"Highest income quintile","Other non-financial assets",255652,"COVID"
"1724",2021-07-01,"Highest income quintile","Other non-financial assets",264243,"COVID"
"1725",2021-10-01,"Highest income quintile","Other non-financial assets",268906,"COVID"
"1726",2022-01-01,"Highest income quintile","Other non-financial assets",273592,"COVID"
"1727",2022-04-01,"Highest income quintile","Other non-financial assets",282654,"COVID"
"1728",2022-07-01,"Highest income quintile","Other non-financial assets",291173,"COVID"
"1729",2022-10-01,"Highest income quintile","Other non-financial assets",288608,"Post-COVID"
"1730",2023-01-01,"Highest income quintile","Other non-financial assets",284348,"Post-COVID"
"1731",2023-04-01,"Highest income quintile","Other non-financial assets",291547,"Post-COVID"
"1732",2023-07-01,"Highest income quintile","Other non-financial assets",299245,"Post-COVID"
"1733",2023-10-01,"Highest income quintile","Other non-financial assets",304315,"Post-COVID"
"1734",2024-01-01,"Highest income quintile","Other non-financial assets",301713,"Post-COVID"
"1735",2024-04-01,"Highest income quintile","Other non-financial assets",303338,"Post-COVID"
"1736",2024-07-01,"Highest income quintile","Other non-financial assets",310619,"Post-COVID"
"1737",2017-10-01,"Highest income quintile","Total liabilities",732747,"Pre-COVID"
"1738",2018-01-01,"Highest income quintile","Total liabilities",NA,"Pre-COVID"
"1739",2018-04-01,"Highest income quintile","Total liabilities",NA,"Pre-COVID"
"1740",2018-07-01,"Highest income quintile","Total liabilities",NA,"Pre-COVID"
"1741",2018-10-01,"Highest income quintile","Total liabilities",741911,"Pre-COVID"
"1742",2019-01-01,"Highest income quintile","Total liabilities",NA,"Pre-COVID"
"1743",2019-04-01,"Highest income quintile","Total liabilities",NA,"Pre-COVID"
"1744",2019-07-01,"Highest income quintile","Total liabilities",NA,"Pre-COVID"
"1745",2019-10-01,"Highest income quintile","Total liabilities",764725,"Pre-COVID"
"1746",2020-01-01,"Highest income quintile","Total liabilities",745537,"Pre-COVID"
"1747",2020-04-01,"Highest income quintile","Total liabilities",729186,"COVID"
"1748",2020-07-01,"Highest income quintile","Total liabilities",798723,"COVID"
"1749",2020-10-01,"Highest income quintile","Total liabilities",824311,"COVID"
"1750",2021-01-01,"Highest income quintile","Total liabilities",817181,"COVID"
"1751",2021-04-01,"Highest income quintile","Total liabilities",869103,"COVID"
"1752",2021-07-01,"Highest income quintile","Total liabilities",903455,"COVID"
"1753",2021-10-01,"Highest income quintile","Total liabilities",924713,"COVID"
"1754",2022-01-01,"Highest income quintile","Total liabilities",921166,"COVID"
"1755",2022-04-01,"Highest income quintile","Total liabilities",959736,"COVID"
"1756",2022-07-01,"Highest income quintile","Total liabilities",930140,"COVID"
"1757",2022-10-01,"Highest income quintile","Total liabilities",905191,"Post-COVID"
"1758",2023-01-01,"Highest income quintile","Total liabilities",852770,"Post-COVID"
"1759",2023-04-01,"Highest income quintile","Total liabilities",884206,"Post-COVID"
"1760",2023-07-01,"Highest income quintile","Total liabilities",890014,"Post-COVID"
"1761",2023-10-01,"Highest income quintile","Total liabilities",894881,"Post-COVID"
"1762",2024-01-01,"Highest income quintile","Total liabilities",862240,"Post-COVID"
"1763",2024-04-01,"Highest income quintile","Total liabilities",905036,"Post-COVID"
"1764",2024-07-01,"Highest income quintile","Total liabilities",923324,"Post-COVID"
"1765",2017-10-01,"Highest income quintile","Mortgage liabilities",488627,"Pre-COVID"
"1766",2018-01-01,"Highest income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1767",2018-04-01,"Highest income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1768",2018-07-01,"Highest income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1769",2018-10-01,"Highest income quintile","Mortgage liabilities",497154,"Pre-COVID"
"1770",2019-01-01,"Highest income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1771",2019-04-01,"Highest income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1772",2019-07-01,"Highest income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1773",2019-10-01,"Highest income quintile","Mortgage liabilities",520970,"Pre-COVID"
"1774",2020-01-01,"Highest income quintile","Mortgage liabilities",517048,"Pre-COVID"
"1775",2020-04-01,"Highest income quintile","Mortgage liabilities",511119,"COVID"
"1776",2020-07-01,"Highest income quintile","Mortgage liabilities",570390,"COVID"
"1777",2020-10-01,"Highest income quintile","Mortgage liabilities",598381,"COVID"
"1778",2021-01-01,"Highest income quintile","Mortgage liabilities",598317,"COVID"
"1779",2021-04-01,"Highest income quintile","Mortgage liabilities",644600,"COVID"
"1780",2021-07-01,"Highest income quintile","Mortgage liabilities",674298,"COVID"
"1781",2021-10-01,"Highest income quintile","Mortgage liabilities",694989,"COVID"
"1782",2022-01-01,"Highest income quintile","Mortgage liabilities",692951,"COVID"
"1783",2022-04-01,"Highest income quintile","Mortgage liabilities",725475,"COVID"
"1784",2022-07-01,"Highest income quintile","Mortgage liabilities",688619,"COVID"
"1785",2022-10-01,"Highest income quintile","Mortgage liabilities",669056,"Post-COVID"
"1786",2023-01-01,"Highest income quintile","Mortgage liabilities",627749,"Post-COVID"
"1787",2023-04-01,"Highest income quintile","Mortgage liabilities",652588,"Post-COVID"
"1788",2023-07-01,"Highest income quintile","Mortgage liabilities",649907,"Post-COVID"
"1789",2023-10-01,"Highest income quintile","Mortgage liabilities",658251,"Post-COVID"
"1790",2024-01-01,"Highest income quintile","Mortgage liabilities",632618,"Post-COVID"
"1791",2024-04-01,"Highest income quintile","Mortgage liabilities",668569,"Post-COVID"
"1792",2024-07-01,"Highest income quintile","Mortgage liabilities",676960,"Post-COVID"
"1793",2017-10-01,"Highest income quintile","Other liabilities",244120,"Pre-COVID"
"1794",2018-01-01,"Highest income quintile","Other liabilities",NA,"Pre-COVID"
"1795",2018-04-01,"Highest income quintile","Other liabilities",NA,"Pre-COVID"
"1796",2018-07-01,"Highest income quintile","Other liabilities",NA,"Pre-COVID"
"1797",2018-10-01,"Highest income quintile","Other liabilities",244758,"Pre-COVID"
"1798",2019-01-01,"Highest income quintile","Other liabilities",NA,"Pre-COVID"
"1799",2019-04-01,"Highest income quintile","Other liabilities",NA,"Pre-COVID"
"1800",2019-07-01,"Highest income quintile","Other liabilities",NA,"Pre-COVID"
"1801",2019-10-01,"Highest income quintile","Other liabilities",243755,"Pre-COVID"
"1802",2020-01-01,"Highest income quintile","Other liabilities",228489,"Pre-COVID"
"1803",2020-04-01,"Highest income quintile","Other liabilities",218066,"COVID"
"1804",2020-07-01,"Highest income quintile","Other liabilities",228334,"COVID"
"1805",2020-10-01,"Highest income quintile","Other liabilities",225930,"COVID"
"1806",2021-01-01,"Highest income quintile","Other liabilities",218864,"COVID"
"1807",2021-04-01,"Highest income quintile","Other liabilities",224503,"COVID"
"1808",2021-07-01,"Highest income quintile","Other liabilities",229157,"COVID"
"1809",2021-10-01,"Highest income quintile","Other liabilities",229724,"COVID"
"1810",2022-01-01,"Highest income quintile","Other liabilities",228215,"COVID"
"1811",2022-04-01,"Highest income quintile","Other liabilities",234261,"COVID"
"1812",2022-07-01,"Highest income quintile","Other liabilities",241521,"COVID"
"1813",2022-10-01,"Highest income quintile","Other liabilities",236135,"Post-COVID"
"1814",2023-01-01,"Highest income quintile","Other liabilities",225021,"Post-COVID"
"1815",2023-04-01,"Highest income quintile","Other liabilities",231618,"Post-COVID"
"1816",2023-07-01,"Highest income quintile","Other liabilities",240107,"Post-COVID"
"1817",2023-10-01,"Highest income quintile","Other liabilities",236630,"Post-COVID"
"1818",2024-01-01,"Highest income quintile","Other liabilities",229622,"Post-COVID"
"1819",2024-04-01,"Highest income quintile","Other liabilities",236467,"Post-COVID"
"1820",2024-07-01,"Highest income quintile","Other liabilities",246364,"Post-COVID"
"1821",2017-10-01,"Highest income quintile","Net worth (wealth)",5540051,"Pre-COVID"
"1822",2018-01-01,"Highest income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1823",2018-04-01,"Highest income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1824",2018-07-01,"Highest income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1825",2018-10-01,"Highest income quintile","Net worth (wealth)",5614671,"Pre-COVID"
"1826",2019-01-01,"Highest income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1827",2019-04-01,"Highest income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1828",2019-07-01,"Highest income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1829",2019-10-01,"Highest income quintile","Net worth (wealth)",6068118,"Pre-COVID"
"1830",2020-01-01,"Highest income quintile","Net worth (wealth)",5796934,"Pre-COVID"
"1831",2020-04-01,"Highest income quintile","Net worth (wealth)",5178308,"COVID"
"1832",2020-07-01,"Highest income quintile","Net worth (wealth)",5396890,"COVID"
"1833",2020-10-01,"Highest income quintile","Net worth (wealth)",5575312,"COVID"
"1834",2021-01-01,"Highest income quintile","Net worth (wealth)",5810516,"COVID"
"1835",2021-04-01,"Highest income quintile","Net worth (wealth)",5992799,"COVID"
"1836",2021-07-01,"Highest income quintile","Net worth (wealth)",6224264,"COVID"
"1837",2021-10-01,"Highest income quintile","Net worth (wealth)",6544841,"COVID"
"1838",2022-01-01,"Highest income quintile","Net worth (wealth)",6676600,"COVID"
"1839",2022-04-01,"Highest income quintile","Net worth (wealth)",6257304,"COVID"
